Price;Bedrooms;Floorplans;Address
$1,100;;;1657 W Farwell Ave #3C, Chicago IL
$1,000;;;2411 W Fargo Ave #206, Chicago IL
$1,875;;;807 Church St #214, Chicago IL
$1,900;;;807 Church St #503, Chicago IL
$3,100;;;329 Wilshire Dr W, Chicago IL
$1,200;;;7379 N Damen Ave #L1, Chicago IL
$850;;;1456 W Fargo Ave #205, Chicago IL
$1,300;;;2742 Hampton Pkwy #K2, Chicago IL
$1,800;;;2016.5 Sherman Ave #1N, Chicago IL
$5,750;;;3153 W Wallen Ave, Chicago IL
$1,850;;;832 Hinman Ave #3N, Chicago IL
$1,300;;;2742 Hampton Pkwy #F3, Chicago IL
$1,325;;;9116 La Crosse Ave #2, Chicago IL
$12K;;;166 Abingdon Ave, Chicago IL
$3,950;;;515 Green Bay Rd #2, Chicago IL
$995;;;7373 N Damen Ave #E3, Chicago IL
$1,500;;;1544 W Jonquil Terrace #1, Chicago IL
$995;;;1503 W Albion Ave #G, Chicago IL
$1,275;;;7320 N Winchester Ave #2E, Chicago IL
$10.5K;;;211 Greenleaf Ave, Chicago IL
$1,650;;;6446 N Greenview Ave #2, Chicago IL
$2,125;;;1720 Maple Ave #304, Chicago IL
$2,100;;;1570 Elmwood Ave #808, Chicago IL
$1,325;;;735 1/2 Hinman Ave #734, Chicago IL
$5,800;;;3122 Wilmette Ave, Chicago IL
$1,305+;Studio - 2 Beds;17 floorplans;415 Premier, Chicago IL
$1,100+;1 - 2 Beds;2 floorplans;2034-36 W. Arthur Ave. / 6504-08 N. Seeley Ave., Chicago IL
$1,495;;;8957 Lamon Avenue #1, Chicago IL
$2,100;;;8318 Keating Avenue #A, Chicago IL
$1,425;;;La Crosse Ave & Grove St #2, Chicago IL
$2,800;;;1580 Sherman Ave, Chicago IL
$2,295;;;820 Brown Ave, Chicago IL
$1,095+;1 Bed;4 floorplans;7320 - 7330 N. Ridge Blvd, Chicago IL
$900+;Studio - 1 Bed;3 floorplans;6954 N. SHERIDAN, Chicago IL
$1,700;2 Beds;1 floorplan;1145-1161 W  LUNT / 6973-6975 N. SHERIDAN, Chicago IL
$1,350;2 Beds;1 floorplan;1533 Crain St, Chicago IL
$825+;Studio - 1 Bed;10 floorplans;6930 N. Greenview, Chicago IL
$1,250+;2 Beds;2 floorplans;6442-44 N. Bell, Chicago IL
$1,425;2 Beds;1 floorplan;Andromeda Arthur, LLC, Chicago IL
$1,415;2 Beds;1 floorplan;Auriga Artesian, LLC, Chicago IL
$1,300;;;1508 W Farwell Ave, Chicago IL
$1,525;2 Beds;1 floorplan;Gemini Greenview, LLC, Chicago IL
$1,300;2 Beds;1 floorplan;Crux Campbell, LLC, Chicago IL
$3,390;;;1803 Chancellor St, Chicago IL
$1,025;;;1733 W Pratt Blvd, Chicago IL
$950+;1 Bed;6 floorplans;1425-27 W. Chase Ave., Chicago IL
$1,100;2 Beds;1 floorplan;1625 W. Howard, Chicago IL
$835+;Studio - 1 Bed;5 floorplans;6758 N. Sheridan Rd., Chicago IL
$1,325+;2 - 3 Beds;2 floorplans;6701-03 N Clark Ave 1634-38 W North Shore Ave, Chicago IL
$1,950;;;1210 Chicago Ave, Chicago IL
$2,090;;;4832 Old Orchard Rd #2, Chicago IL
$1,500;;;8644 Skokie Blvd #302, Chicago IL
$1,200;;;1368 West Estes Avenue #1N, Chicago IL
$1,460;;;736 Reba Pl #H1, Chicago IL
$2,100;;;8350 Kimball Ave #202, Chicago IL
$1,950;;;807 Church St #402, Chicago IL
$3,100;;;1509 South Blvd, Chicago IL
$1,775;;;Forest Ave, Chicago IL
$1,500;;;2724-2728 West Lunt Avenue, Chicago IL
$2,300;;;2724 W. Lunt, Chicago IL
$950;;;1712 W Estes Ave #108, Chicago IL
$1,500;2 Beds;1 floorplan;818-20 Forest Ave., Chicago IL
$2,295+;4 Beds;1 floorplan;1615-25 Ridge Ave., Chicago IL
$1,650+;2 - 5 Beds;2 floorplans;7601 N. Sheridan Rd., Chicago IL
$2,100;;;Keating Ave #A, Chicago IL
$1,495;;;Knox Ave #2N, Chicago IL
$1,700;;;4831 Lee St #2, Chicago IL
$1,400;;;515 Main St #210, Chicago IL
$1,075;;;6823 N Seeley Ave, Chicago IL
$1,475;;;1645 W Lunt Ave, Chicago IL
$1,200;;;1708 W Juneway Terrace, Chicago IL
$1,200;;;1704 W Juneway Terrace, Chicago IL
$2,100;;;605 Oakton Street #2E, Chicago IL
$1,325;;;2007 W Touhy Ave, Chicago IL
$1,385;;;507 Sherman Avenue, Chicago IL
$2,055;;;403 Sherman Avenue #2, Chicago IL
$1,175;;;7434 N Seeley Ave #2N, Chicago IL
$1,400;;;W Jarvis & N Ashland #3B, Chicago IL
$2,750;;;1228 Emerson St, Chicago IL
$2,230;;;331 Kedzie St #1, Chicago IL
$2,000;;;1580 Sherman Ave #908, Chicago IL
$2,075;;;1720 Maple Ave #2370, Chicago IL
$1,800;;;7022 N Paulina St #2, Chicago IL
$1,695;;;7065 North Ridge Boulevard #2, Chicago IL
$1,250;;;6382 N Hermitage Ave, Chicago IL
$1,150;;;7609 N Bosworth Ave, Chicago IL
$1,925;;;7270 N Rogers Ave, Chicago IL
$1,530;;;4936 Greenwood Street #3W, Chicago IL
$1,475;;;4936 Greenwood St #2W, Chicago IL
$1,315+;1 - 3 Beds;3 floorplans;2228-38 Sherman Ave. / 803-809 Noyes St., Chicago IL
$1,685;;;621 Sheridan Road, Chicago IL
$1,175;;;7613 N Bosworth Ave, Chicago IL
$1,600;;;1420 W Lunt Ave, Chicago IL
$1,600;;;1418 W Lunt Ave, Chicago IL
$4,900;;;107 Bertling Ln, Chicago IL
$1,425;;;2762 Hampton Pkwy #R2, Chicago IL
$950;;;7237 N Ridge Blvd, Chicago IL
$1,345;;;1303 W Estes Ave #E3, Chicago IL
$2,210+;Studio - 3 Beds;8 floorplans;1590 Elmwood Ave & 1571 Maple Ave, Chicago IL
$1,665+;2 - 3 Beds;4 floorplans;1703-13 Ridge Ave., Chicago IL
$1,275;;;6803 N Ridge Blvd, Chicago IL
$1,250;;;W Touhy Ave, Chicago IL
$1,045;;;W Touhy Ave, Chicago IL
$1,045;;;1335 W Touhy Ave, Chicago IL
$1,145;;;1335 W Touhy Ave, Chicago IL
$1,750;;;1136 Maple Ave #3, Chicago IL
$1,300;;;1505 W Albion Ave #1, Chicago IL
$2,300;;;1210 Chicago Ave #602, Chicago IL
$1,875;;;6969 N Ashland Blvd #302, Chicago IL
$1,480;;;Judson Ave #S2, Chicago IL
$1,265;;;1301 W Estes Ave #E4, Chicago IL
$1,575;;;1337 W Touhy Ave, Chicago IL
$1,250+;1 - 3 Beds;3 floorplans;1125 Davis St./ 1603-11 Ridge Ave., Chicago IL
$1,200;2 Beds;1 floorplan;2308 West Birchwood Ave, Chicago IL
$1,350;;;6529 N Campbell Ave #2, Chicago IL
$3,750;;;1229 Lake Ave, Chicago IL
$1,300;;;9033 Lamon Ave #x4, Chicago IL
$1,460;;;9020 Lamon Ave #1e, Chicago IL
$2,250;;;1505 Maple Ave #3, Chicago IL
$1,825;;;8255 Skokie Boulevard #204, Chicago IL
$1,900;;;2724-2728 West Lunt Avenue, Chicago IL
$1,500;;;2724-2728 West Lunt Avenue, Chicago IL
$1,150;;;2024 W Fargo Ave, Chicago IL
$1,925;3 Beds;1 floorplan;7056-64 N. Clark St., Chicago IL
$875;Studio;1 floorplan;6705-6737 N. California Ave./2750-54 W. North Shore Ave., Chicago IL
$1,200+;1 - 2 Beds;2 floorplans;1400-06 Central St., Chicago IL
$1,525;;;4841 Lee St #2, Chicago IL
$8,000;;;Hill, Chicago IL
$1,525;;;4841 Lee Street, Chicago IL
$1,450;;;1324 W Lunt Ave, Chicago IL
$1,795;;;6912 N Lakewood Ave #3W, Chicago IL
$1,795;;;6912 N Lakewood Ave #3w, Chicago IL
$845;;;1412 W Chase Ave, Chicago IL
$1,050;;;1412 W Chase Ave, Chicago IL
$1,875;;;6639 N Greenview Ave #1, Chicago IL
$1,795;;;2620 Central Street #4D, Chicago IL
$3,000;;;1720 Maple Ave #2020, Chicago IL
$4,350;;;1026 Timber Ln, Chicago IL
$1,195;;;2423 West Lunt Avenue #2S, Chicago IL
$1,600;;;9054 Bennett Ave #2, Chicago IL
$1,300;;;1320 W Estes Ave, Chicago IL
$2,000;;;800 Elgin Rd #1016, Chicago IL
$1,350;;;6945 N Ashland Ave, Chicago IL
$2,400;;;3814 Sherwin Ave, Chicago IL
$1,200;;;7211 N Bell Ave #2W, Chicago IL
$2,700;3 Beds;1 floorplan;1246 W. Devon Ave, Chicago IL
$1,025;1 Bed;1 floorplan;1633-41 W. Fargo, Chicago IL
$975;1 Bed;1 floorplan;6541-53 N. Francisco Ave., Chicago IL
$1,700;;;1424 W Lunt Ave, Chicago IL
$1,350;;;1422 W Lunt Ave, Chicago IL
$1,025;;;2022 W Fargo Ave, Chicago IL
$1,650;;;1418 W Lunt Ave, Chicago IL
$1,650;;;1418 W Lunt Ave, Chicago IL
$1,700;;;1416 W Lunt Ave, Chicago IL
$1,445;;;314 Lee St #2, Chicago IL
$1,745;;;320 Lee St #1, Chicago IL
$1,795;;;1937 Hartrey Ave #2, Chicago IL
$1,200;;;W Juneway Terrace #1I, Chicago IL
$975;;;W Estes Ave, Chicago IL
$1,150;1 Bed;1 floorplan;1615-25 W. Columbia Ave., Chicago IL
$3,300;;;6653 Lawndale Ave, Chicago IL
$2,400;;;6426 N Newgard Ave, Chicago IL
$1,550;;;9143 Kilpatrick Ave, Chicago IL
$1,725;;;407 Sherman Ave #1, Chicago IL
$1,155;;;1245 Elmwood Ave #208, Chicago IL
$1,100;;;7255 N Ridge Blvd, Chicago IL
$950;;;6347 N Magnolia Ave, Chicago IL
$1,300;;;1360 W Touhy Ave, Chicago IL
$950;;;1360 W Touhy Ave, Chicago IL
$1,600;;;1640 W Pratt Blvd, Chicago IL
$1,600;;;1644 W Pratt Blvd, Chicago IL
$1,240;;;1025 Dempster Street, Chicago IL
$1,020;;;6419 N Richmond St, Chicago IL
$1,395;;;7220 N Bell Ave, Chicago IL
$2,700;;;7207 N Oakley Ave, Chicago IL
$1,995;;;6639 N Greenview Ave #2, Chicago IL
$1,400;;;7064 N Damen Ave #1, Chicago IL
$1,290;;;4905 905 Crain #1, Chicago IL
$2,040;;;4832 Old Orchard Rd #1, Chicago IL
$1,345;;;1410 Chicago Ave, Chicago IL
$2,450;;;2439 Birchwood Ln, Chicago IL
$1,325;;;1435 W Devon Ave #2, Chicago IL
$4,450;;;3125 Cranston Ct, Chicago IL
$1,450+;2 Beds;2 floorplans;609-17 N. Sheridan Rd., Chicago IL
$1,290;;;4905 Old Orchard Shopping Center #1, Chicago IL
$1,020;;;6425 N Richmond St #E2, Chicago IL
$1,070;;;6423 N Richmond St #N1, Chicago IL
$1,530;;;4936 Greenwood St #3E, Chicago IL
$1,650;;;1320 W Lunt Ave, Chicago IL
$1,500;;;8255 N Skokie Blvd, Chicago IL
$1,400;;;7407 N Winchester Ave, Chicago IL
$875;;;1310 W Lunt Ave, Chicago IL
$1,050;;;1310 W Lunt Ave, Chicago IL
$1,095;;;1257 W Lunt Ave, Chicago IL
$825;;;1257 W Lunt Ave, Chicago IL
$1,400;;;7400 N Sheridan Rd #1, Chicago IL
$2,300;;;N Crawford Ave, Chicago IL
$1,500;;;9031 Bronx Ave #2, Chicago IL
$1,800;;;915 1/2 Sherman Ave #2016, Chicago IL
$1,075+;Studio - 1 Bed;2 floorplans;1521 Sherwin W. Avenue, Chicago IL
$1,300;;;807 Oakton St #1S, Chicago IL
$1,050+;1 - 3 Beds;8 floorplans;1642-44 W Morse, Chicago IL
$830+;Studio - 1 Bed;5 floorplans;7736-42 N.Eastlake Terrace, Chicago IL
$1,995;;;6521 N Kedzie Ave, Chicago IL
$1,075;;;1942 W Birchwood Ave, Chicago IL
$1,150;;;7328 N Ridge Blvd #3E, Chicago IL
$1,250;;;223 Custer Ave #2, Chicago IL
$7,000;;;7450 N Sheridan Rd, Chicago IL
$3,400;;;3223 Greenleaf Ave, Chicago IL
$1,450;;;511 Judson, Chicago IL
$1,125;1 Bed;1 floorplan;917-925 Hinman, Chicago IL
$1,025;;;1735 W Pratt Blvd, Chicago IL
$950+;1 Bed;4 floorplans;7333 N. Ridge Blvd, Chicago IL
$1,450;;;2421 West Lunt Avenue, Chicago IL
$2,400;;;1718 Payne St, Chicago IL
$8,500;;;123 Maple Ave, Chicago IL
$1,095+;1 - 2 Beds;2 floorplans;1627-45 Ridge Ave., Chicago IL
$1,750;;;4728 Washington St #1, Chicago IL
$2,100;;;2338 W Morse Ave #3b, Chicago IL
$1,500;;;1325 W Birchwood Ave #2d, Chicago IL
$1,500;;;7700 N Eastlake Terrace, Chicago IL
$1,295;;;824 Forest Ave #D3, Chicago IL
$1,450;;;1031 W North Shore Ave, Chicago IL
$950;;;1051 W North Shore Ave #1w, Chicago IL
$940;;;7369 N Ridge Blvd, Chicago IL
$1,000;;;1324 W Estes Ave, Chicago IL
$1,353;;;914 Crain St, Chicago IL
$1,550;;;7530 N Seeley Ave, Chicago IL
$1,100;;;7526 N Seeley Ave, Chicago IL
$1,000;;;1712 W Albion Ave #1d, Chicago IL
$1,100;;;1718 W Albion Ave #1a, Chicago IL
$1,150;;;1025 Dempster Street #3e, Chicago IL
$1,100;;;2342 W Touhy Ave #2b, Chicago IL
$1,340;;;810 Seward St, Chicago IL
$1,575;;;7056 N Clark St, Chicago IL
$925;;;1741 W Devon Ave, Chicago IL
$1,470;;;2528 W Fitch Ave, Chicago IL
$1,425;;;1325 W Fargo Ave #3w, Chicago IL
$1,650;;;1456 W Fargo Ave, Chicago IL
$975;;;6366 N Hermitage Ave, Chicago IL
$1,075;;;820 Reba Pl #3s, Chicago IL
$1,400;;;1420 W Jonquil Terrace #2e, Chicago IL
$1,195;;;6820 N Hamilton Ave, Chicago IL
$1,275;;;2528 W Fitch Ave, Chicago IL
$4,000;;;2734 Central St, Chicago IL
$1,450;;;2752 Hampton Pkwy #O1, Chicago IL
$1,225;;;918 Green Bay Rd #2A, Chicago IL
$2,400;;;6529 Trumbull Ave, Chicago IL
$1,495;2 Beds;1 floorplan;549-607 Sheridan, Chicago IL
$1,475;2 Beds;1 floorplan;2641-43 W Estes Avenue, Chicago IL
$1,295+;1 Bed;2 floorplans;800 Custer Ave, Chicago IL
$1,150;1 Bed;1 floorplan;6434-38 Sacramento, Chicago IL
$1,395;2 Beds;1 floorplan;7220-26 N Bell, Chicago IL
$2,950;;;1029 Cleveland Street #1, Chicago IL
$1,175;;;1834 Grant St #2, Chicago IL
$1,700;;;6705 N Campbell Ave #2, Chicago IL
$1,350;;;1305 Oak Ave #E1, Chicago IL
$1,175;;;7319 North Rogers Avenue, Chicago IL
$2,600;;;800 Elgin Rd #802, Chicago IL
$1,050;;;7610 N Rogers Ave #203, Chicago IL
$1,850;2 Beds;1 floorplan;2146 Sherman, Chicago IL
$1,450;;;2801 West Lunt Avenue, Chicago IL
$975;;;2807 West Lunt Avenue, Chicago IL
$1,700;;;4851 Crain St, Chicago IL
$1,295+;2 Beds;1 floorplan;2210-22 Maple Ave., Chicago IL
$1,080;;;8260 Niles Center Rd #3B, Chicago IL
$1,085;;;4915 Church St #3F, Chicago IL
$2,475;;;1018 Foster St #1, Chicago IL
$2,475;;;1018 Foster St #2, Chicago IL
$1,080;;;8260 Niles Center Rd #B3, Chicago IL
$1,700;2 Beds;1 floorplan;2200-10 Sherman Ave., Chicago IL
$1,050;1 Bed;1 floorplan;7415 N Wolcott Ave, Chicago IL
$875;;;7320 N Rogers Ave, Chicago IL
$1,000;1 Bed;1 floorplan;1740-1754 W. NORTHSHORE / 6702-6710 N. HERMITAGE, Chicago IL
$1,495;;;La Crosse Ave & Grove St #2N, Chicago IL
$1,650;;;1459 W Fargo Ave #APT 2, Chicago IL
$1,237;;;1709 Grey Ave, Chicago IL
$3,300;;;2322 Birchwood Ave, Chicago IL
$1,300;;;6520 N Seeley Ave #1s, Chicago IL
$1,160;;;1902 W Birchwood Ave, Chicago IL
$1,450;;;1149 Maple Ave #1, Chicago IL
$1,225;;;18 Green Bay Rd #918, Chicago IL
$1,125;;;1932 Maple Avenue, Chicago IL
$885+;1 Bed;3 floorplans;7618 - 26 N.Eastlake Terrace, Chicago IL
$1,350;;;4920 Mulford Street, Chicago IL
$1,160;;;1902 W Birchwood Ave, Chicago IL
$2,100;;;1001 Hull Terrace #4-3, Chicago IL
$1,150+;1 Bed;17 floorplans;The Residences at Plaza del Lago, Chicago IL
$1,025;1 Bed;1 floorplan;7600 N. Sheridan, Chicago IL
$1,100;;;1627 Monroe St, Chicago IL
$1,975;;;715 Seward St #2s, Chicago IL
$1,500;;;7359 N Hoyne Ave #2, Chicago IL
$1,500;;;7359 N Hoyne Ave #3, Chicago IL
$1,325;;;7409 N Hoyne Ave, Chicago IL
$1,100;;;831 Forest Ave, Chicago IL
$1,595;;;327 Kedzie St #3, Chicago IL
$1,745;;;314 Lee St #1, Chicago IL
$1,400;;;6421 N Greenview Ave #3W, Chicago IL
$1,290;;;1135 Oak Ave #3E, Chicago IL
$1,070;;;730 Judson Ave #17, Chicago IL
$1,320;;;1128 Maple Ave #A3, Chicago IL
$1,520;;;1147 Maple Ave #1, Chicago IL
$1,590;;;1138 Maple Ave #2, Chicago IL
$1,560;;;1140 Maple Ave #2, Chicago IL
$1,690;;;1313 Oak Ave #L3, Chicago IL
$1,650;;;1549 W Sherwin Ave #305, Chicago IL
$2,400;;;97 High St, Chicago IL
$1,325;;;N Greenview Ave, Chicago IL
$2,750;;;1228 Emerson St, Chicago IL
$8,995;;;547 Hawthorn Ln, Chicago IL
$4,900;;;547 Melrose Ave, Chicago IL
$1,350;;;1428 W Fargo Ave, Chicago IL
$1,295;1 Bed;1 floorplan;7710 N Sheridan Rd, Chicago IL
$4,995;2 Beds;1 floorplan;7609 N. Eastlake Terrace, Chicago IL
$1,195;1 Bed;2 floorplans;834-38 Sherman Ave, Chicago IL
$1,095+;Studio - 1 Bed;2 floorplans;905-915 Elmwood, Chicago IL
$1,275;2 Beds;1 floorplan;548-58 Elmwood 904-06 Seward, Chicago IL
$1,425;;;1424 W Lunt Ave, Chicago IL
$1,430;;;1331 W Touhy Ave, Chicago IL
$950;;;7237 N Ridge Blvd, Chicago IL
$1,050;;;7435 N Seeley Ave, Chicago IL
$1,150;;;7433 N Seeley Ave, Chicago IL
$1,900;;;5131 Howard St, Chicago IL
$1,065;;;8560 Niles Center Rd #03, Chicago IL
$1,065;;;8560 Niles Center Road #3, Chicago IL
$1,100;;;1719 Grey Ave #2, Chicago IL
$1,350;;;6420 North Newgard Avenue #3E, Chicago IL
$4,200;;;481 Elder Ln, Chicago IL
$1,500;;;3510 Dempster Street, Chicago IL
$1,240;;;Oak Ave #1311X, Chicago IL
$4,900;;;2404 Ridge Ave, Chicago IL
$4,000;;;Church & Greenbay, Chicago IL
$1,050;;;6429 N Francisco Ave, Chicago IL
$1,325;;;2005 W Touhy Ave, Chicago IL
$1,300;;;2007 W Touhy Ave, Chicago IL
$1,850;;;1320 W Lunt Ave, Chicago IL
$1,475;;;1320 W Lunt Ave, Chicago IL
$1,495;;;601 Sheridan Rd #E2, Chicago IL
$1,600;;;934 Judson Ave #W2, Chicago IL
$1,300;;;7621 N Greenview Ave #1a, Chicago IL
$4,800;;;2013 Maple Ave, Chicago IL
$1,695;;;528 Sheridan Rd #2B, Chicago IL
$1,050;;;8046 Knox Avenue #2E, Chicago IL
$1,695;;;528 Sheridan Rd #2b, Chicago IL
$2,795;;;2257 Ridge Ave #A1, Chicago IL
$2,200;3 Beds;1 floorplan;744-750 Hinman, Chicago IL
$1,300;1 Bed;1 floorplan;Evanston-Main, Chicago IL
$1,180;1 Bed;1 floorplan;7642-48 N. Eastlake Terrace & 7661-63 N. Rogers, Chicago IL
$885+;1 Bed;3 floorplans;7606 N. Eastlake Terrace, Chicago IL
$1,250;;;Enfield Ave #GE, Chicago IL
$1,300;;;2814 W Arthur Ave #APT 4, Chicago IL
$1,300;;;1618 Monroe St #G, Chicago IL
$1,245;;;730 Judson Ave #06, Chicago IL
$1,370;;;1139 Oak Ave #1W, Chicago IL
$1,280;;;1137 Oak Ave #1W, Chicago IL
$1,625;;;1321 Oak Ave #3A, Chicago IL
$1,320;;;1031 Dempster Street #3E, Chicago IL
$1,525;;;1031 Dempster Street #1E, Chicago IL
$1,200;;;1728 W Juneway Terrace #2, Chicago IL
$725;Studio;1 floorplan;1528 W. Morse, Chicago IL
$850+;Studio;1 floorplan;6815 N. Sheridan Rd., Chicago IL
$2,150;;;7314 N Claremont Ave #3n, Chicago IL
$2,095;;;7314 N Claremont Ave #1n, Chicago IL
$980;Studio;5 floorplans;825 Main Street, Chicago IL
$1,135+;Studio - 1 Bed;3 floorplans;1940 Sherman, Chicago IL
$1,125+;Studio - 1 Bed;3 floorplans;829 Foster, Chicago IL
$1,000;1 Bed;1 floorplan;1310 - 20 W. Birchwood Avenue & 7501-07 N. Eastlake Terrace, Chicago IL
$1,170+;2 Beds;3 floorplans;7630 - 38 N.Eastlake Terrace, Chicago IL
$2,435;;;2416 Nathaniel Pl, Chicago IL
$1,975;;;1337 W Touhy Ave, Chicago IL
$1,350;;;2001 W Touhy Ave, Chicago IL
$1,025;;;7437 N Seeley Ave, Chicago IL
$975;;;6746 N Sheridan Rd #3W, Chicago IL
$2,280;;;606 South Blvd #E, Chicago IL
$1,850;;;832 Hinman Ave #3n, Chicago IL
$925;1 Bed;1 floorplan;1628 West Sherwin Avenue, Chicago IL
$1,650;;;2003 W Touhy Ave, Chicago IL
$910;1 Bed;1 floorplan;6428-6430-6432 N Richmond St., Chicago IL
$1,350;;;4924 Mulford St #3W, Chicago IL
$1,335+;1 - 3 Beds;11 floorplans;2247 Ridge Avenue, Chicago IL
$1,295;2 Beds;1 floorplan;1722-24 W. Juneway, Chicago IL
$2,900;;;2356 Colfax Terrace, Chicago IL
$1,695;;;7310 N Claremont Ave, Chicago IL
$1,850;;;N Bosworth Ave #1, Chicago IL
$6,000;;;2625 Greenleaf Ave, Chicago IL
$895;;;914 Sherman Ave #J3, Chicago IL
$4,950;;;226 Sheridan Rd, Chicago IL
$950;;;6426 N Ridge Blvd #3f, Chicago IL
$7,000;;;6635 N Longmeadow Ave, Chicago IL
$2,100;;;5100 Sherwin Ave, Chicago IL
$2,400;;;8109 Crawford Ave, Chicago IL
$995;1 Bed;1 floorplan;1755 W Albion, Chicago IL
$1,895+;2 - 3 Beds;11 floorplans;2129 Ridge Avenue, Chicago IL
$1,895+;2 - 3 Beds;11 floorplans;2121 Ridge Avenue, Chicago IL
$3,000;;;7049 N Caldwell Ave, Chicago IL
$3,500;;;4222 W Thorndale Ave, Chicago IL
$2,650;;;6675 N Sioux Ave, Chicago IL
$1,600;;;4958 W Argyle St #1, Chicago IL
$1,950;;;6316 N Pulaski Rd, Chicago IL
$2,600;;;6142 N Keystone Ave, Chicago IL
$1,900;;;5131 W Devon Ave, Chicago IL
$1,200;;;4463 S Shields Ave, Chicago IL
$1,025;;;364 W 59th St #2, Chicago IL
$1,200;;;500 W 32nd St #3F, Chicago IL
$1,350;;;3506 S State St, Chicago IL
$1,690;;;5834 S Lafayette Ave #1, Chicago IL
$775;1 Bed;1 floorplan;5640 S. Kedzie Ave., Chicago IL
$1,100;;;5201 S Artesian Ave #2E, Chicago IL
$775;1 Bed;3 floorplans;3110-18 W. 59th St., Chicago IL
$595+;Studio;1 floorplan;6238-44 S Western Ave, Chicago IL
$825;2 Beds;1 floorplan;6356-58 S Francisco, Chicago IL
$785;1 Bed;1 floorplan;6401-03 S California, Chicago IL
$695;1 Bed;1 floorplan;6306 S Fairfield, Chicago IL
$985;3 Beds;1 floorplan;6104 S Campbell Ave, Chicago IL
$1,250;;;4434 S Richmond St #2, Chicago IL
$1,050;;;4434 S Richmond St #1, Chicago IL
$1,250;;;6112 S Maplewood Ave #1, Chicago IL
$900;;;1621 W 61st St #2, Chicago IL
$1,350;;;6025 S Maplewood Ave #2FL, Chicago IL
$1,600;;;4036 W 56th St, Chicago IL
$1,200;;;5228 S Justine St, Chicago IL
$1,550;;;5230 S Justine St #2, Chicago IL
$1,095;;;1801 W 47th St #1R, Chicago IL
$900;;;5943 S Campbell Ave #3, Chicago IL
$1,100;;;5943 S Campbell Ave #2, Chicago IL
$900;;;4558 S Justine St, Chicago IL
$750;;;6250 S Mozart St, Chicago IL
$750;;;5243 S Hoyne Ave #2R, Chicago IL
$750;;;5243 S Hoyne Ave #1R, Chicago IL
$750;;;5243 S Hoyne Ave #1F, Chicago IL
$1,600;;;4036 W 56th Pl, Chicago IL
$1,300;;;1439 W 51st St #1, Chicago IL
$1,200;;;6109 South Albany Avenue #2, Chicago IL
$1,200;;;5415 Latrobe Ave #G, Chicago IL
$1,250;;;5701 S Archer Ave #2, Chicago IL
$1,650;;;4508 S Laporte Ave, Chicago IL
$1,500;;;5972 S Archer Ave #2, Chicago IL
$1,500;;;4831 S La Crosse Ave #1, Chicago IL
$950;;;5209 S Leclaire Ave #1a, Chicago IL
$2,400;;;4106 S Cottage Grove Ave #3N, Chicago IL
$1,315+;2 Beds;1 floorplan;4859 S. Champlain Avenue, Chicago IL
$970;3 Beds;1 floorplan;4750 S Calumet Ave, Chicago IL
$1,285;3 Beds;1 floorplan;4714-20 S Michigan Ave, Chicago IL
$1,950;;;618 E 47th St, Chicago IL
$1,400;;;348 E 41st St #3, Chicago IL
$1,700;;;4918 S St Lawrence Ave #3, Chicago IL
$1,400;;;4404 S Calumet Ave #1S, Chicago IL
$1,650;;;4400 S Calumet Ave #2N, Chicago IL
$1,400;;;4408 S Calumet Ave #1S, Chicago IL
$1,400;;;4406 S Calumet Ave #2N, Chicago IL
$1,400;;;4406 S Calumet Ave #1N, Chicago IL
$1,800;;;4135 S Vincennes Ave #3N, Chicago IL
$1,625;;;4526 S Calumet Ave #2, Chicago IL
$1,550;;;4528 S Calumet Ave #3, Chicago IL
$1,650;;;4526 S Calumet Ave #3, Chicago IL
$1,625;;;4526 S Calumet Ave #1, Chicago IL
$1,300;;;4823 S Langley Ave #1, Chicago IL
$1,450;;;506 E 49th St #301, Chicago IL
$1,750;;;5014 S Prairie Ave #APT 2, Chicago IL
$1,350;;;4422 S St Lawrence Ave #1, Chicago IL
$2,095;3 Beds;1 floorplan;4235-37 S Calumet Ave, Chicago IL
$1,995;3 Beds;1 floorplan;4737 S Wabash Ave, Chicago IL
$1,975;4 Beds;1 floorplan;4953-55 S Calumet Ave, Chicago IL
$2,095;3 Beds;1 floorplan;4500 S King/ 355 E 45th St, Chicago IL
$1,700;;;5041 S Michigan Ave #B, Chicago IL
$1,485+;1 - 4 Beds;4 floorplans;4348-58 Prairie Ave & 218-24 44th St, Chicago IL
$1,825;3 Beds;1 floorplan;4240-42 S Calumet Ave, Chicago IL
$1,650;3 Beds;1 floorplan;4745-47 S St Lawrence Ave, Chicago IL
$1,400;;;4404 S Calumet Ave #1s, Chicago IL
$1,375;;;321 E 44th St #2e, Chicago IL
$1,595+;2 Beds;1 floorplan;4901-09 S. Champlain Ave., Chicago IL
$2,100;;;5041 S Michigan Ave #2, Chicago IL
$1,400;;;4408 S Calumet Ave #3s, Chicago IL
$1,400;;;4406 S Calumet Ave #2n, Chicago IL
$1,400;;;4406 S Calumet Ave #1n, Chicago IL
$1,400;;;4408 S Calumet Ave #1s, Chicago IL
$1,145+;Studio - 2 Beds;2 floorplans;4840-46 S Indiana Ave, Chicago IL
$1,800;;;4135 S Vincennes Ave #3n, Chicago IL
$1,595;;;S King Dr #3S, Chicago IL
$2,300;;;5044 S Michigan Ave #2N, Chicago IL
